train_window,alpha,top_n,bottom_n,cost_bps,ic_mean,ic_std,ic_ir,ic_win_rate,n_days,long_mean,short_mean,ls_mean,ls_ann,ls_ir
756,0.5,20,20,0.0003,0.03874488201266566,0.18057804976997108,0.21456030819925642,0.5896358543417367,714,0.0006908546054978998,-0.0009442579648016292,0.001384587360215495,0.3489160147743048,1.3576751289307394
756,0.5,20,20,0.0005,0.03874488201266566,0.18057804976997108,0.21456030819925642,0.5896358543417367,714,0.0006908546054978998,-0.0009442579648016292,0.001217570553492806,0.3068277794801871,1.1936152257463366
756,0.5,30,30,0.0003,0.03874488201266566,0.18057804976997108,0.21456030819925642,0.5896358543417367,714,0.0005223037565999829,-0.0006115432195569804,0.0009110598613110247,0.22958708505037823,1.0075317037807556
756,0.5,30,30,0.0005,0.03874488201266566,0.18057804976997108,0.21456030819925642,0.5896358543417367,714,0.0005223037565999829,-0.0006115432195569804,0.0007625351180803989,0.19215884975626052,0.8431542095320091
756,0.5,40,40,0.0003,0.03874488201266566,0.18057804976997108,0.21456030819925642,0.5896358543417367,714,0.0005109886575942516,-0.0005860958844457779,0.0008938282395190208,0.22524471635879323,1.0653937669839235
756,0.5,40,40,0.0005,0.03874488201266566,0.18057804976997108,0.21456030819925642,0.5896358543417367,714,0.0005109886575942516,-0.0005860958844457779,0.0007583240378383484,0.1910976575352638,0.9037104276952824
756,1.0,20,20,0.0003,0.03874401953992561,0.18057850897525224,0.21455498641444296,0.5896358543417367,714,0.0006908546054978998,-0.0009461681528878982,0.0013865185567051254,0.34940267628969157,1.359509974010977
756,1.0,20,20,0.0005,0.03874401953992561,0.18057850897525224,0.21455498641444296,0.5896358543417367,714,0.0006908546054978998,-0.0009461681528878982,0.0012195157555846773,0.30731797040733866,1.1954694942835966
756,1.0,30,30,0.0003,0.03874401953992561,0.18057850897525224,0.21455498641444296,0.5896358543417367,714,0.0005225304870582264,-0.0006097870513901268,0.0009095444292046555,0.2292051961595732,1.0058875462631622
756,1.0,30,30,0.0005,0.03874401953992561,0.18057850897525224,0.21455498641444296,0.5896358543417367,714,0.0005225304870582264,-0.0006097870513901268,0.0007610290230421905,0.19177931380663202,0.8415147933941671
756,1.0,40,40,0.0003,0.03874401953992561,0.18057850897525224,0.21455498641444296,0.5896358543417367,714,0.0005120012308438604,-0.0005860958844457779,0.0008948408127686295,0.22549988481769462,1.066571042026908
756,1.0,40,40,0.0005,0.03874401953992561,0.18057850897525224,0.21455498641444296,0.5896358543417367,714,0.0005120012308438604,-0.0005860958844457779,0.0007593366110879572,0.19135282599416523,0.9048921075944246
756,2.0,20,20,0.0003,0.038743558464738696,0.18057989690405263,0.21455078405169475,0.5896358543417367,714,0.0006908546054978998,-0.0009461681528878982,0.0013865185567051254,0.34940267628969157,1.359509974010977
756,2.0,20,20,0.0005,0.038743558464738696,0.18057989690405263,0.21455078405169475,0.5896358543417367,714,0.0006908546054978998,-0.0009461681528878982,0.0012195157555846773,0.30731797040733866,1.1954694942835966
756,2.0,30,30,0.0003,0.038743558464738696,0.18057989690405263,0.21455078405169475,0.5896358543417367,714,0.0005228608173303317,-0.0006097870513901268,0.0009098887650790018,0.22929196879990843,1.0062645762125475
756,2.0,30,30,0.0005,0.038743558464738696,0.18057989690405263,0.21455078405169475,0.5896358543417367,714,0.0005228608173303317,-0.0006097870513901268,0.0007613826959846972,0.19186843938814369,0.8419026782694048
756,2.0,40,40,0.0003,0.038743558464738696,0.18057989690405263,0.21455078405169475,0.5896358543417367,714,0.0005109596264373928,-0.0005860958844457777,0.0008937781999588004,0.22523210638961771,1.065438641136394
756,2.0,40,40,0.0005,0.038743558464738696,0.18057989690405263,0.21455078405169475,0.5896358543417367,714,0.0005109596264373928,-0.0005860958844457777,0.0007582599926758873,0.1910815181543236,0.9037228491347813
1008,0.5,20,20,0.0003,0.0361009650467204,0.17577192183238952,0.20538527809433138,0.5910364145658263,714,0.0006548672366186382,-0.0011185042851080357,0.0015207874881132284,0.3832384470045336,1.5091325399256579
1008,0.5,20,20,0.0005,0.0361009650467204,0.17577192183238952,0.20538527809433138,0.5910364145658263,714,0.0006548672366186382,-0.0011185042851080357,0.0013523981323709318,0.3408043293574748,1.3418158303241083
1008,0.5,30,30,0.0003,0.0361009650467204,0.17577192183238952,0.20538527809433138,0.5910364145658263,714,0.0005047684074682095,-0.000681139471394669,0.0009615941533726824,0.24232172664991594,1.089529761017418
1008,0.5,30,30,0.0005,0.0361009650467204,0.17577192183238952,0.20538527809433138,0.5910364145658263,714,0.0005047684074682095,-0.000681139471394669,0.0008120516697125516,0.20463702076756302,0.9200694480657027
1008,0.5,40,40,0.0003,0.0361009650467204,0.17577192183238952,0.20538527809433138,0.5910364145658263,714,0.0005007457133804437,-0.0006532848242195949,0.0009484212939025596,0.23900216606344502,1.1545389769105385
1008,0.5,40,40,0.0005,0.0361009650467204,0.17577192183238952,0.20538527809433138,0.5910364145658263,714,0.0005007457133804437,-0.0006532848242195949,0.0008113484647709069,0.20445981312226855,0.9875595419654162
1008,1.0,20,20,0.0003,0.03610077804107838,0.17577239996290772,0.205383655503916,0.5910364145658263,714,0.0006548672366186382,-0.0011185042851080357,0.0015207874881132284,0.3832384470045336,1.5091325399256579
1008,1.0,20,20,0.0005,0.03610077804107838,0.17577239996290772,0.205383655503916,0.5910364145658263,714,0.0006548672366186382,-0.0011185042851080357,0.0013523981323709318,0.3408043293574748,1.3418158303241083
1008,1.0,30,30,0.0003,0.03610077804107838,0.17577239996290772,0.205383655503916,0.5910364145658263,714,0.0005047684074682095,-0.0006793833032278156,0.00095985199080807,0.24188270168363363,1.0875612337028076
1008,1.0,30,30,0.0005,0.03610077804107838,0.17577239996290772,0.205383655503916,0.5910364145658263,714,0.0005047684074682095,-0.0006793833032278156,0.0008103188442160997,0.20420034874245713,0.918109970166848
1008,1.0,40,40,0.0003,0.03610077804107838,0.17577239996290772,0.205383655503916,0.5910364145658263,714,0.0005015997135170838,-0.0006532848242195949,0.0009492857982408802,0.23922002115670182,1.15547355723631
1008,1.0,40,40,0.0005,0.03610077804107838,0.17577239996290772,0.205383655503916,0.5910364145658263,714,0.0005015997135170838,-0.0006532848242195949,0.000812219971910348,0.2046794329214077,0.9885194161384252
1008,2.0,20,20,0.0003,0.03609936201242211,0.1757723832964642,0.20537561894200176,0.5910364145658263,714,0.0006548672366186382,-0.0011185042851080357,0.0015207874881132284,0.3832384470045336,1.5091325399256579
1008,2.0,20,20,0.0005,0.03609936201242211,0.1757723832964642,0.20537561894200176,0.5910364145658263,714,0.0006548672366186382,-0.0011185042851080357,0.0013523981323709318,0.3408043293574748,1.3418158303241083
1008,2.0,30,30,0.0003,0.03609936201242211,0.1757723832964642,0.20537561894200176,0.5910364145658263,714,0.0005047684074682095,-0.0006793833032278156,0.00095985199080807,0.24188270168363363,1.0875612337028076
1008,2.0,30,30,0.0005,0.03609936201242211,0.1757723832964642,0.20537561894200176,0.5910364145658263,714,0.0005047684074682095,-0.0006793833032278156,0.0008103188442160997,0.20420034874245713,0.918109970166848
1008,2.0,40,40,0.0003,0.03609936201242211,0.1757723832964642,0.20537561894200176,0.5910364145658263,714,0.0005005581091106162,-0.0006532848242195949,0.0009482231854310513,0.23895224272862492,1.1543313131385091
1008,2.0,40,40,0.0005,0.03609936201242211,0.1757723832964642,0.20537561894200176,0.5910364145658263,714,0.0005005581091106162,-0.0006532848242195949,0.0008111433534982782,0.2044081250815661,0.9873383824940124
