factor,ic_mean,ic_std,t,p,win_rate,n_days
turnover_rate_std,-0.06839853482853771,0.27419667537980685,-5.413710993912543,9.863048889067472e-08,0.3991507430997877,471
volatility_21d_std,-0.06739397893645774,0.2849095239379544,-5.133630237989463,4.168616230317058e-07,0.4182590233545648,471
gk_vol_21d_std,-0.06325991665150879,0.28701195509951727,-4.783426243319505,2.310331200598991e-06,0.4118895966029724,471
atr14_std,-0.06299666411600426,0.29219634774629366,-4.679001916016922,3.775073473601775e-06,0.416135881104034,471
zero_ret_ratio_21_std,0.04518282194871262,0.2580808637890124,3.79951358607797,0.00016402570475687226,0.5626326963906582,471
amplitude_hl_std,-0.043461942869595746,0.2790282685635993,-3.3804256310355463,0.0007840607027945071,0.4416135881104034,471
breakout_high_63_std,-0.03939669269827935,0.27715538197074446,-1.7409330819742581,0.08375950835314347,0.4266666666666667,150
dist_to_low_252_std,-0.034928377123474914,0.2953120045317252,-2.5668929637884363,0.010569897356346647,0.43524416135881105,471
dist_to_high_252_std,0.03278600887746564,0.32337658254159896,2.200343266588525,0.028268345093109496,0.5265392781316348,471
illiq_std,0.027986580095576995,0.2696269367569987,2.252667055323649,0.024740648957636745,0.5498938428874734,471
breakout_low_63_std,0.021482200094024174,0.2710466889273796,1.2755119540089659,0.203275357399496,0.525096525096525,259
obv_std,0.020427283769074097,0.2624838966939187,1.6889562924469088,0.09189105472065033,0.5456475583864119,471
roll_spread_21_std,-0.015247191389570642,0.27175600219063667,-1.2176463194365288,0.2239693694806688,0.47983014861995754,471
vol_ratio_21_63_std,-0.014252486456697163,0.25307187699748396,-1.2222420028821193,0.22222872108621963,0.4713375796178344,471
volume_trend_20_60_std,-0.01348761676032647,0.25487937607682076,-1.1484470474317456,0.2513682205690137,0.4713375796178344,471
momentum_21d_std,0.009130701546207366,0.3085356376637495,0.6422576206525993,0.5210190678729663,0.524416135881104,471
momentum_60d_std,0.008661495649045543,0.313656252139614,0.5993070634481582,0.5492569102792015,0.5116772823779193,471
momentum_5d_std,0.006527772906775447,0.30634918426780394,0.46244358866515595,0.6439772556697346,0.49256900212314225,471
momentum_250d_std,0.0057956220635348036,0.32220905431287244,0.39036670634180237,0.6964422642092587,0.4968152866242038,471
volume_ratio_std,-0.0033366555881072426,0.2614918996734579,-0.27692591173835157,0.7819587432745707,0.4840764331210191,471
